"RecType","LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS"
"ADD","112028-6","Diagnosis","Find","Pt","XXX","Nom","Endoscopy","ENDO.GI"
"ADD","112029-4","Cytology","Find","Pt","Biliary duct","Nom","Endoscopy","ENDO.GI"
"ADD","112030-2","Diagnosis","Find","Pt","Pancreatic duct","Nom","Endoscopy","ENDO.GI"
"ADD","112031-0","Cytology","Find","Pt","Pancreatic duct","Nom","Endoscopy","ENDO.GI"
"ADD","112032-8","Diagnosis","Find","Pt","^Patient","Nom","Endoscopy","ENDO.GI"
"ADD","112033-6","Puncture needle diameter","Diam","Pt","^Patient","Qn","Endoscopy","CLIN"
"ADD","112034-4","Basic information","Find","Pt","^Patient","Nom","","ENDO.GI"
"ADD","112035-1","Background information","Desc","Pt","Gastrointestinal tract.upper","Nar","Endoscopy","ENDO.GI"
"ADD","112036-9","Information to be requested","Desc","Pt","Gastrointestinal tract.upper","Nar","Endoscopy","ENDO.GI"
"ADD","112037-7","Purpose of examination","Type","Pt","Gastrointestinal tract.upper","Nom","Endoscopy","ENDO.GI"
"ADD","112038-5","Examination information","Desc","Pt","Gastrointestinal tract.upper","Nar","Endoscopy","ENDO.GI"
"ADD","112039-3","Japan endoscopy database","Find","Stdy","^Patient","Nom","Endoscopy","ENDO.GI"
"ADD","112040-1","Insertion route","Type","Pt","Gastrointestinal tract.upper","Nom","Endoscopy","ENDO.GI"
"ADD","112041-9","Scope of observation","Find","Pt","Gastrointestinal tract.upper","Nom","Endoscopy","ENDO.GI"
"ADD","112042-7","Comprehensive diagnosis","Imp","Pt","Gastrointestinal tract.upper","Nar","Endoscopy","ENDO.GI"
"ADD","112043-5","Diagnosis","Find","Pt","^Patient","Nom","ERCP","ENDO.GI"
"ADD","112044-3","Cytology","Find","Pt","XXX","Nom","Endoscopy","ENDO.GI"
"ADD","112045-0","Cytology","Find","Pt","Gallbladder","Nom","Endoscopy","ENDO.GI"
"ADD","112046-8","Results of stone treatment","Find","Pt","Abdomen+Pelvis","Nom","Endoscopy","ENDO.GI"
"ADD","112047-6","Cytology","Find","Pt","Minor papilla","Nom","Endoscopy","ENDO.GI"
"ADD","112048-4","Diagnosis","Find","Pt","Minor papilla","Nom","Endoscopy","ENDO.GI"
"ADD","112049-2","Endoscopic procedure","Find","Pt","Minor papilla","Nom","Endoscopy","ENDO.GI"
"ADD","112050-0","Pancreatobiliary endoscopy cholangioscopic & pancreatoscopic biopsy-cytology","Find","Pt","Biliary duct+Pancreatic duct","Nom","Endoscopy","ENDO.GI"
"ADD","112051-8","Pancreatobiliary endoscopy purpose","Find","Pt","Minor papilla","Nom","Endoscopy","ENDO.GI"
"ADD","112052-6","Pancreatobiliary endoscopy approach","Find","Pt","Minor papilla","Nom","Endoscopy","ENDO.GI"
"ADD","112053-4","Pancreatobiliary endoscopy","Imp","Pt","Minor papilla","Nar","Endoscopy","ENDO.GI"
"ADD","112054-2","Diagnosis characterization","Find","Pt","Minor papilla","Nom","Endoscopy","ENDO.GI"
"ADD","112055-9","Endoscopic findings","Find","Pt","Minor papilla","Nom","Endoscopy","ENDO.GI"
"ADD","112056-7","Site","Find","Pt","Minor papilla","Nom","Endoscopy","ENDO.GI"
"ADD","112057-5","Diagnosis","Imp","Pt","Minor papilla","Nar","Endoscopy","ENDO.GI"
"ADD","112058-3","Pancreatobiliary endoscopy cholangioscopic & pancreatoscopic biopsy-cytology","Find","Pt","Major papilla","Nom","Endoscopy","ENDO.GI"
"ADD","112059-1","Pancreatobiliary endoscopy findings","Find","Pt","Major papilla","Nom","Endoscopy","ENDO.GI"
"ADD","112060-9","Purpose of treatment","Type","Pt","Gastrointestinal tract.upper","Nom","Endoscopy","ENDO.GI"
"ADD","112061-7","Atrophy degree","Type","Pt","Gastrointestinal tract.upper","Nom","Endoscopy","ENDO.GI"
"ADD","112062-5","Personal health monitoring report","Find","Pt","Telehealth","Doc","{Role}","DOC.ONTOLOGY"
"ADD","112063-3","Teleassistance report","Find","Pt","Telehealth","Doc","{Role}","DOC.ONTOLOGY"
"ADD","112064-1","Drug use status","Imp","Pt","^Patient","Nom","","CLIN"
"ADD","112065-8","Progress note","Find","Pt","{Setting}","Doc","Neuropsychology","DOC.ONTOLOGY"
"ADD","112066-6","Diagnostic study note","Find","Pt","{Setting}","Doc","Oncology","DOC.ONTOLOGY"
"ADD","112067-4","Glutamate decarboxylase 65 Ab","ACnc","Pt","Ser/Plas","Qn","IA","SERO"
"ADD","112068-2","Glutamate decarboxylase 65 Ab","ACnc","Pt","CSF","Qn","IA","SERO"
"ADD","112069-0","Immunization invitation letter","Txt","Pt","^Patient","Nar","Preventive medicine","DOC.MISC"
"ADD","112070-8","Screening initiative","Type","Pt","^Patient","Nom","Preventive medicine","DOC.MISC"
"ADD","112071-6","Screening invitation letter","Txt","Pt","^Patient","Nar","Preventive medicine","DOC.MISC"
"ADD","112072-4","Immunization letter","Type","Pt","^Patient","Nom","Preventive medicine","DOC.MISC"
"ADD","112073-2","Screening letter","Type","Pt","^Patient","Nom","Preventive medicine","DOC.MISC"
"ADD","112074-0","Immunization reminder letter","Find","Pt","{Setting}","Doc","{Role}","DOC.ONTOLOGY"
"ADD","112075-7","Note","Find","Pt","{Setting}","Doc","Hemodynamic","DOC.ONTOLOGY"
"ADD","112076-5","Craniocaudal length","Len","Pt","^Patient","Qn","Autopsy","BDYCRC.MOLEC"
"ADD","112077-3","Risk assessment and screening note","Find","Pt","{Setting}","Doc","Neurology","DOC.ONTOLOGY"
"ADD","112078-1","Influenza virus A & Influenza virus B & SARS coronavirus 2 Ag","Prid","Pt","Nose","Ord","IA.rapid","MICRO"
"ADD","112079-9","Zea mays Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112080-7","Xiphias gladius Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112081-5","Vitis vinifera Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112088-0","Tyrophagus putrescentiae Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112089-8","Thunnus albacares Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112090-6","Pork Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112091-4","Solanum lycopersicum Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112092-2","Sin a 1 (Mustard Brassica & Sinapis spp) Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112093-0","Sesamum indicum Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112094-8","Scomber scombrus Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112095-5","Salmo salar Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112096-3","Salsola kali Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112097-1","Raja clavata Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112098-9","Prunus persica Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112099-7","Polistes dominulus venom Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112100-3","Plantago lanceolata Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112101-1","Platanus acerifolia Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112102-9","Pistacia vera Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112103-7","Phodopus sungorus Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112104-5","Phoenix dactylifera Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112105-2","Phleum pratense Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112106-0","Periplaneta americana Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112107-8","Penaeus monodon Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112108-6","Parietaria judaica Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112109-4","Rabbit meat Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112110-2","Olea europaea Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112111-0","Mus musculus Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112112-8","Mesocricetus auratus Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112113-6","Mercurialis annua Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112114-4","Malassezia sympodialis Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112115-1","Malus sylvestris Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112116-9","Lolium perenne Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112117-7","Lepidoglyphus destructor Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112118-5","Juglans regia Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112119-3","Hom s lactoferrin Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112120-1","Hevea brasiliensis Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112121-9","Glycine max Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112122-7","Glycyphagus domesticus Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112123-5","Fraxinus excelsior Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112124-3","Fragaria vesca Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112125-0","Felis domesticus Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112126-8","Fagus sylvatica Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112127-6","Equus caballus Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112128-4","Dermatophagoides pteronyssinus Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112129-2","Dermatophagoides farinae Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112130-0","Daucus carota Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112131-8","Carp Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112132-6","Cynodon dactylon Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112133-4","Cucumis melo Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112134-2","Crangon crango Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112135-9","Corylus avellana Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112136-7","Corylus avellana pollen Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112137-5","Clupea harengus Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112138-3","Cladosporium herbarum Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112139-1","Chenopodium album Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112140-9","Cavia porcellus Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112141-7","Hemp Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112142-5","Dog Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112143-3","Bos domesticus Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112144-1","Blomia tropicalis Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112145-8","Blatella germanica Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112146-6","Betula verrucosa Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112147-4","Bertholletia excelsa Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112148-2","Aspergillus fumigatus Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112149-0","Artemisia vulgaris Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112150-8","Argas reflexus Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112151-6","Arachis hypogaea Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112152-4","Apis mellifera Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112153-2","Apium graveolens Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112154-0","Anisakis simplex Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112155-7","Anacardium occidentale Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112156-5","Ambrosia artemisiifolia Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112157-3","Alternaria alternata Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112158-1","Alnus glutinosa Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112159-9","Papaver somniferum Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112160-7","Macadamia integrifolia Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112161-5","Gallus domesticus egg yolk Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112162-3","Gallus domesticus egg white Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112163-1","Gadus morhua Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112164-9","Fagopyrum esculentum Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112165-6","Cryptomeria japonica Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112166-4","Cupressus arizonica Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112167-2","Beef Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112168-0","Apis mellifera venom Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112169-8","Actinidia deliciosa Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112170-6","Vespula vulgaris venom Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112171-4","Vaccinium myrtillus Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112172-2","Urtica dioica Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112173-0","Ulmus campestris Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112174-8","Triticum spelta Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112175-5","Trigonella foenum-graecum Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112176-3","Tenebrio molitor Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112177-1","Sus domesticus epithelial Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112178-9","Solanum tuberosum Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112179-7","Solenopsis richteri & Solenopsis invicta venom Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112180-5","Brassica & Sinapis spp Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112181-3","Secale cereale pollen Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112182-1","Secale cereale Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112183-9","Saccharomyces cerevisiae Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112184-7","Ruditapes philippinarum Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112185-4","Rattus norvegicus Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112186-2","Pyrus communis Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112187-0","Prunus dulcis Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112188-8","Prunus avium Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112189-6","Populus nigra Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112190-4","Pisum sativum Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112191-2","Pimpinella anisum Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112192-0","Phragmites communis Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112193-8","Phaseolus vulgaris Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112194-6","Petroselinum crispum Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112195-3","Persea americana Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112196-1","Penicillium chrysogenum Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112197-9","Pecten spp Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112198-7","Paspalum notatum Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112199-5","Panicum miliaceum Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112200-1","Pandalus borealis Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112201-9","Sheep milk Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112202-7","Lamb meat Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112203-5","Ovis aries epithelial Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112204-3","Ostrea edulis Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112205-0","Oryza sativa Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112206-8","Origanum vulgare Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112207-6","Mytilus edulis Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112208-4","Musa acuminata Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112209-2","Morus rubra Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112210-0","Meleagris gallopavo meat Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112211-8","Mangifera indica Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112212-6","Lupinus albus seed Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112213-4","Loligo sp Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112214-2","Locusta migratoria Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112215-9","(Litopaenaeus setiferus+Farfantepenaeus aztecus+Farfantepenaeus dourarum) Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112216-7","Lens esculenta Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112217-5","Juniperus ashei Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112218-3","Hordeum vulgare Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112219-1","Homarus gammarus Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112221-7","Chicken meat Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112222-5","Ficus carica Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112223-3","Ficus benjamina Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112224-1","Horse meat Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112225-8","Equus caballus milk Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112226-6","Dolichovespula spp Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112227-4","Cupressus sempervirens Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112228-2","Cucurbita pepo Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112229-0","Citrus sinensis Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112230-8","Cicer arietinus Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112231-6","Chionoecetes spp Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112232-4","Chenopodium quinoa Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112233-2","Carica papaya Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112234-0","Carya illinoensis Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112235-7","Goat milk Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112236-5","Capra hircus epithelial Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112237-3","Capsicum annuum Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112238-1","Cannabis sativa Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112239-9","Canis familiaris urine Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112240-7","Camelus dromedarius milk Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112241-5","Broussonetia papyrifera Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112242-3","Avena sativa Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112243-1","Amaranthus retroflexus Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112244-9","Allium sativum Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112245-6","Allium cepa Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112246-4","Ailanthus altissima Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112247-2","Acheta domesticus Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112248-0","Acarus siro Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112249-8","Acacia dealbata Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112250-6","Carum carvi Ab.IgE","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","112278-7","Mycobacterium abscessus complex subspecies identification","PrThr","Pt","Isolate/Specimen","Ord","Molgen","MICRO"
"ADD","112280-3","The Home Energy Insecurity Scale","-","12Mo","^Patient","-","HEIS","PANEL.SURVEY.SDOH"
